id,followers,genres,name,popularity
4vbywMqkFEMbcWn2nLR6Fx,245.0,['classic czech pop'],Laďka Kozderková,12.0
0Q1ZpNiiMqVSKWCF3VcoGH,147.0,[],Ukrainian State Symphony Orchestra,20.0
59hpw6IoOx73Z5jOYmz6dv,960.0,['nintendocore'],Iamerror,13.0
5RuIFTtxSIm4911ZUqErOh,22.0,[],S.C.A.M.,4.0
2BIMSAcp0QF3yatCuTa1uc,0.0,[],Jeffrey B. Scott;Brock Ragsdale,0.0
5NslOaAzwiiyBpEASSUzkA,102.0,[],batata boy,4.0
737tKfcX5BzVlFfowlw8Ie,7.0,[],Haus Klaus,0.0
6TofbADrivbugNjy9U4uA5,554.0,['gypsy jazz'],Mandino Reinhardt,33.0
1pr8o4LT9rd856ml4AiLha,232.0,[],大西順子トリオ,1.0
53AAdy4ADQNbyNpjs20KoM,37.0,[],Izabela Kopec,2.0
5QMi6LNGsUfOU0It8w161L,8.0,[],Zijo Bajric,0.0
08Lk6lPkDBaQbVnT3Bmk3d,3786.0,[],Dashie,22.0
7zlBVKA1DJXbnLffr53iZk,18.0,[],Müchener Bach Orchester,0.0
0J4NfyPzS2PhAj2dQsdwac,2.0,[],Victor Glez.,0.0
3EN3TcNeQzjhKrWABSXsoG,92.0,[],Gaijin,0.0
3nkF9HL7KA9HYGuanOh2rR,166.0,['german oi'],Ghostbastardz,5.0
4ADK1HL1Qy7sOQMMB22VEm,69.0,[],Monako,2.0
0qNy62PEcRctiRCHE5Ql3o,12.0,[],Matthias Kirschke,0.0
6TF1QGLxM9VRrcEw1d6qyD,20772.0,['ottawa rap'],Jay Honest,25.0
0GJsnd9hfWULzCUQlPGdjP,121.0,['classic portuguese pop'],Claudisabel,5.0
7mulK7yfVZQH3mJlKsDzvd,2260.0,[],La Kritika,31.0
4mGnpjhqgx4RUdsIJiURdo,56094.0,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']",Juliano Cezar,47.0
5JskkjghJrymwQRpBKO04k,3575.0,['bhangra'],JR Dread,13.0
009jl41egM2nPlIH5PhSS4,4.0,[],Tirulí & Tirulá,0.0
3Edg9oHspeilek2d8tcyOJ,81.0,[],Eric Ode,4.0
6tzwXhGc5p6mXfudG7kWkL,20.0,[],Ivette de la C. Cepeda,0.0
015vplW9ffk23Mqn6wTCHE,10.0,[],FP40,0.0
2ZFaNyXa0tWCjHpMpOHWWG,22.0,[],Meshun,0.0
57BfMWeMhxmEBSU4j83Z1w,449.0,['chinese indie rock'],大忘杠乐队,2.0
2EDUQyfMNMh1SxWVu6FY0x,31.0,[],G.Chill,0.0
3dyE7OilZZAJZyAeI5MfEJ,1944.0,[],Xray Eyeballs,9.0
6sLwRSXSUF5JTUnQaFenyj,33296.0,"['hollywood', 'show tunes']",Christopher Jackson,68.0
6gW230GB3Wg375da3bp8I9,821.0,[],Juan Terrenal,9.0
06HgoosiJSxTUsCPPejQVU,27.0,[],Tomorrow's Hand,0.0
0twQb2tZScoUyIErLkMQ5I,159.0,['south asian metal'],Funeral Anthem,0.0
7sI0hy4F4lSuWx8cCqKK0v,937.0,"['korean city pop', 'korean pop']",BNJX,26.0
3XoL9sbLPnYgpJwiikAMSC,24.0,[],Syo,1.0
52AvlhFnjNYdN2nJxFZSzZ,4.0,[],Socially Handicapped,0.0
6zQfGZhv4X4LkEppCp8Ysi,7.0,[],Monument Piano Trio,0.0
0BKusmU5HiKew8vQ8B4HA7,9.0,[],LIZARD MANNN,0.0
0ZHys2c1YGBlG36S9QQRgp,11.0,[],Claude Demet,0.0
4v0kNLLCvyLcVWcbPKMZP3,1936.0,"['austrian jazz', 'hammond organ']",Raphael Wressnig,15.0
1caBfBEapzw8z2Qz9q0OaQ,1627641.0,"['melodic metalcore', 'metalcore', 'trancecore', 'uk metalcore']",Asking Alexandria,71.0
3Z14yVXusMPqrE7t4ceLwP,231.0,['progressive uplifting trance'],Kiholm,8.0
5oRsYGo1n7poJ4NH4K7t16,427.0,['slovak indie'],DUHAN,11.0
0h96R0yP58SpvbS6hMrZJe,1967.0,['south asian metal'],Mizraab,7.0
17MyHILmzw5aY4cnrxWkVb,10.0,[],Conte Mascetti,0.0
13n4HN6UUbAPSqCAaH2Asd,3.0,[],Zambezi Experience,0.0
0Oy1rnidOQFSjltYkz69oh,0.0,[],PJ,0.0
3x30YDppXhtjuz8u4tnIec,477.0,['cante flamenco'],Manolo Vargas,11.0
6I1BXv8Fq0OT3vYkj352M6,0.0,[],Nitin Mangesh,0.0
5uMLisBtZUAb93rhaeBj1Q,0.0,[],Carlos Quiles,0.0
68ermaOk3Oq2p2k9hCNHYj,3387.0,['canadian hip hop'],Supawassi,36.0
1ndbhCetpOLuEjF57hjqSG,5374.0,['swedish soul'],Stephen Simmonds,33.0
1YMVfMEAnWpg1nbaRZo8Jo,133.0,[],Daniel Nascimento,8.0
1lk5wruMSdKi7DkEjdzNHK,567.0,[],Inger Lorre,6.0
7ePm66hftmz78y7ncE6lex,669.0,[],QOQEQA,18.0
7kiBfEOFdhAIq11sLLfEVo,871.0,[],Don Vasyl,22.0
01qfekYoPTQtu4vq8veHE6,34343.0,"['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'iskelma', 'suomi rock']",Kari Tapio,46.0
3WxRmo61kjFm7Fje8yn6jF,55.0,['italo beats'],Cristian Lavino,2.0
6lj1J9zFm8AJ2Vu4cZOF8g,151.0,[],Mosebe,9.0
1BjDWAkyu23RcNC21SvZ53,10.0,[],Sebastien M,0.0
0csQC6Og35m37Y2BS4nSWA,20.0,[],Håvard Hovik,0.0
6clMo01ch25EHbjIuR8jD3,279.0,[],Lucia Soralova,10.0
1Cm53sAxIGIStbyPEaTEcD,75.0,[],Vanessa Peters & Ice Cream on Mondays,0.0
04s4QKmmdDEnmjTOmO2zxG,1.0,[],Tysoo,0.0
6A5jN2iruEXIE7sci8vsri,6.0,[],Площадь Революции,0.0
6VhAtRqHpkPHqvRQA4QeRF,1388.0,[],Brazilian Love Affair,26.0
2R0krIShhPWogRVanWw3CQ,7.0,[],Sol Andersson,0.0
3eT5oUcCBnUCzxPV9G6Vz1,200.0,[],The Drumkilla,6.0
7ovEdM4gykUuh4kiC0QO2Y,2.0,[],Alex Whitcombe & Simon Duffy,0.0
7pwF48Dl7UoDRiIQarHPVU,43.0,[],火星熊,0.0
4tPIeuj0fFlKixBwO3dG2n,410.0,[],Los Valenzuela,11.0
4RcukuDC4W8y30E27E0cpi,1.0,[],El Verdadero,1.0
4mhLhejcwy38Wo7KyjMK7v,19.0,[],Lee Cass,5.0
04DUpHOyQqwbHFyvIhcGi3,217076.0,"['outlaw country', 'red dirt', 'texas country']",Randy Rogers Band,58.0
0zJppV2cVRZFWYYir2hgbK,1.0,[],Alyssa Kai,0.0
01fDsVuLSRz3TsPsUVs3nk,3.0,[],Chaos in Mind,0.0
0AHnDI55DHMJ0gi3zGqmg4,2.0,[],Paseos Del Hardcore,0.0
4cQm33boyzgmTAzpH1Gz2w,353.0,[],Wopp,23.0
4Joa4Egu0g1dHyIbJd96QX,91.0,[],Epstein Brothers Orchestra,1.0
5FY9Whs1jyaXp9qQI29oDk,96.0,"['orkney and shetland folk', 'scottish folk']",The Halton Quartet,1.0
01dhftstcLjKmcNS7qUwh3,0.0,[],Waterloo Business,0.0
